nodes,clustering,weighted_clus,closeness,information,weighted_info,betweenness,weighted_bet,harmonic,snd_order
IQ22615821,0.0,0.0,1.0,0.2,10.950626115961102,1.0,1.0,5.0,9.529595126865345
IQ430637679,0.0,0.0,0.5555555555555556,0.1111111111111111,4.468888061262853,0.0,0.0,3.0,33.796272245900965
IQ279138911,0.0,0.0,0.5555555555555556,0.1111111111111111,9.5179461242316,0.0,0.0,3.0,14.139481456520778
IQ283084024,0.0,0.0,0.5555555555555556,0.1111111111111111,4.468888061262858,0.0,0.0,3.0,33.796272245900965
IQ666214749,0.0,0.0,0.5555555555555556,0.1111111111111111,6.166058868573621,0.0,0.0,3.0,25.559435655762265
IQ264530346,0.0,0.0,0.5555555555555556,0.1111111111111111,9.337995634009985,0.0,0.0,3.0,14.696822542264963
IQ58902427,0.0,0.0,0.5,0.05,8.154952694533941,0.0,0.0,5.333333333333334,35.47368633970273
IQ648581329,0.0,0.0,0.5,0.05,6.855059007137835,0.0,0.0,5.333333333333334,54.179367574868294
IQ6493285,0.0,0.0,0.5,0.05,7.60639947060233,0.0,0.0,5.333333333333334,43.545128014096726
IQ48672311,0.0,0.0,0.5,0.05,2.9388056809162064,0.0,0.0,5.333333333333334,130.21342827352964
IQ656899403,0.0,0.0,0.5,0.05,7.888980787484042,0.0,0.0,5.333333333333334,39.4531057112935
IQ53424894,0.0,0.0,0.5,0.05,2.5552573062955637,0.0,0.0,5.333333333333334,143.66344138762793
IQ34669017,0.0,0.0,0.9090909090909091,0.09090909090909091,8.72621263892572,0.9777777777777779,0.9777777777777779,9.5,26.065696877291497
IQ92133,0.0,0.0,0.37037037037037035,0.037037037037037035,4.346213508509681,0.0,0.0,4.166666666666667,94.913481548443
IQ48900140,0.0,0.0,0.5,0.05,5.633691001845995,0.0,0.0,5.333333333333333,72.22396583872985
IQ115656339,0.0,0.0,0.5,0.05,2.740662056988528,0.0,0.0,5.333333333333333,136.856846840053
IQ5413313,0.0,0.0,0.5555555555555556,0.05555555555555555,7.411923941129395,0.2,0.2,6.0,46.31371072652653
IQ39347275,0.0,0.0,0.13362615910200099,0.00010144742532234315,0.011744378264077562,0.014900316188774455,0.001460653496320877,421.95101105894287,63603.12421310008
IQ4239149,0.0,0.0,0.11875948818043808,7.301830701674479e-05,0.007183616795102537,0.0,0.0,359.43521462197725,238531.9856091057
IQ286006886,0.0,0.0,0.13495662460567823,7.329245242605124e-05,0.00489171828015247,0.0,0.0,429.53799933726253,347366.55559550144
