nodes,clustering,weighted_clus,closeness,information,weighted_info,betweenness,weighted_bet,harmonic,snd_order
IQ45485976,0.0,0.0,0.5,0.07142857142857142,2.160283887911573,0.0,0.0,3.8333333333333335,30.721702748098746
IQ10441027,0.0,0.0,0.5833333333333334,0.08333333333333333,2.6970528354814944,0.2857142857142857,0.2857142857142857,4.5,24.42690329671669
IQ25454524,0.0,0.0,0.875,0.125,4.247058352776742,0.9523809523809523,0.9523809523809523,6.5,9.315242347096833
IQ131465099,0.0,0.0,0.5,0.07142857142857142,3.057410863484014,0.0,0.0,3.8333333333333335,20.784643569988365
IQ28686996,0.0,0.0,0.5,0.07142857142857142,2.5141367299846338,0.0,0.0,3.8333333333333335,26.425793523666364
IQ931969,0.0,0.0,0.5,0.07142857142857142,2.4177694942723305,0.0,0.0,3.8333333333333335,27.532910324037907
IQ4221046,0.0,0.0,0.5,0.07142857142857142,2.6765847333437667,0.0,0.0,3.8333333333333335,24.644627571651483
IQ29856665,0.0,0.0,0.3888888888888889,0.05555555555555555,1.7244138703097982,0.0,0.0,3.166666666666667,37.2117834200609
IQ13333860,0.0,0.0,1.0,1.0,189.94,0.0,0.0,1.0,0.0
IQ12762301,0.0,0.0,1.0,1.0,189.94,0.0,0.0,1.0,0.0
IQ1015270,0.0,0.0,0.5,0.045454545454545456,9.561949738477875,0.0,0.0,5.833333333333334,85.80672223203293
IQ60451205,0.0,0.0,0.5,0.045454545454545456,3.574910122837543,0.0,0.0,5.833333333333334,189.0014399970926
IQ22190771,0.0,0.0,0.5,0.045454545454545456,9.46581034862161,0.0,0.0,5.833333333333334,86.80308658715407
IQ115992039,0.0,0.0,0.5,0.045454545454545456,9.348465660194195,0.0,0.0,5.833333333333334,88.03116284251752
IQ5508968,0.0,0.0,0.5,0.045454545454545456,9.725217753164921,0.0,0.0,5.833333333333334,84.1339199442166
IQ274350,0.0,0.0,0.55,0.05,15.092561699193844,0.18181818181818182,0.18181818181818182,6.5,34.024574206781445
IQ28775,0.0,0.0,0.5,0.045454545454545456,8.651176787631563,0.0,0.0,5.833333333333334,95.63200455879596
IQ1054418,0.0,0.0,0.5,0.045454545454545456,12.150416327527125,0.0,0.0,5.833333333333334,61.28145625529665
IQ46896461,0.0,0.0,0.36666666666666664,0.03333333333333333,14.497539823470488,0.0,0.0,4.5,39.974809090132865
IQ254903,0.0,0.0,0.5,0.045454545454545456,9.334495788673012,0.0,0.0,5.833333333333333,88.17826485621221
IQ254571,0.0,0.0,0.9166666666666666,0.08333333333333333,15.710609708899389,0.9818181818181818,0.9818181818181818,10.5,27.122545603407445
IQ54880595,0.0,0.0,0.5,0.045454545454545456,5.1185232212172975,0.0,0.0,5.833333333333333,148.53504950350626
IQ154143514,0.0,0.0,1.0,1.0,49.09,0.0,0.0,1.0,0.0
IQ326614,0.0,0.0,1.0,1.0,49.09,0.0,0.0,1.0,0.0
IQ225093068,0.0,0.0,0.6666666666666666,0.16666666666666666,12.453439367739817,0.5,0.5,3.0,7.971360823287131
IQ91829,0.0,0.0,0.8,0.2,14.954798212653754,0.8333333333333333,0.8333333333333333,3.5,5.354548957991508
IQ5489573,0.0,0.0,0.4444444444444444,0.1111111111111111,8.292431161078733,0.0,0.0,2.1666666666666665,12.967528286823354
IQ130703344,0.0,0.0,0.5,0.125,11.175172508992109,0.0,0.0,2.333333333333333,9.348262054473969
IQ8955239,0.0,0.0,0.5,0.125,8.065921586461705,0.0,0.0,2.333333333333333,13.302229938180384
IQ24114280,0.0,0.0,0.6666666666666666,0.3333333333333333,65.8914516903524,0.0,0.0,1.5,5.070420578492374
IQ882504,0.0,0.0,0.6666666666666666,0.3333333333333333,88.97918655666237,0.0,0.0,1.5,3.5059805894578275
IQ22514966,0.0,0.0,1.0,0.5,113.57158152394035,1.0,1.0,2.0,2.0000532361141787
IQ222903596,0.0,0.0,0.6666666666666666,0.3333333333333333,30.598738795518205,0.0,0.0,1.5,3.8298088804258885
IQ4166312,0.0,0.0,1.0,0.5,46.68019763901501,1.0,1.0,1.5,1.4216047417177293
IQ21820868,0.0,0.0,0.6666666666666666,0.3333333333333333,31.65960149259138,0.0,0.0,2.0,3.6657010445183165
IQ22549109,0.0,0.0,1.0,1.0,463.47999999999996,0.0,0.0,1.0,0.0
IQ51738462,0.0,0.0,1.0,1.0,463.47999999999996,0.0,0.0,1.0,0.0
IQ5532747,0.0,0.0,1.0,1.0,49.9,0.0,0.0,1.0,0.0
IQ99727559,0.0,0.0,1.0,1.0,49.9,0.0,0.0,1.0,0.0
IQ5523549,0.0,0.0,1.0,1.0,32.97,0.0,0.0,1.0,0.0
IQ24964323,0.0,0.0,1.0,1.0,32.97,0.0,0.0,1.0,0.0
IQ10404856,0.0,0.0,0.08659981768459435,0.0001620999533809745,0.018446340354896746,0.0010515223781265598,0.0,90.72942736228394,32501.610426399024
IQ11829805,0.0,0.0,0.1191073219658977,0.00017747704845266562,0.015810797844422374,0.0,0.0,129.15744671994696,41479.89814581489
IQ131339,0.0,0.0,0.1447067783701447,0.0002209266659213811,0.019056306328526486,0.0,0.0,180.98433649683616,30476.360229174727
IQ34583003,0.0,0.0,0.07307692307692308,9.769790725431651e-05,0.004548757556179646,0.014643669236315235,0.014643669236315235,77.66548801216055,115024.9414922835
IQ99861,0.0,0.0,0.14431110435971442,0.00023747232069047365,0.022430011662940362,0.07980502186270022,0.05388275747324053,160.11103787852957,18672.067415685022
IQ171900,0.0,0.0,0.10613339291699252,0.0001543682408932844,0.019858236250216845,0.0,0.0,114.16638879696191,27803.67448445309
IQ2117908,0.0,0.0,0.1447067783701447,0.0002209266659213811,0.02165103701849799,0.0,0.0,180.98433649683616,21599.7536487085
IQ216060086,0.0,0.0,0.10689771576459997,0.0001605468612946967,0.008537555982959877,0.0,0.0,117.9474421003836,75373.03350841292
IQ41311090,0.0,0.0,0.11217381036722163,0.00016401462974625585,0.0027869770093636305,0.0,0.0,117.2346424387448,153119.851012213
IQ951773,0.0,0.0,0.14475087612372392,0.00022102432625635592,0.01395895881553971,0.002105263157894737,0.002105263157894737,181.65100316350282,48345.93083354725
IQ774953,0.0,0.0,0.10972510972510972,0.00018939627414056058,0.0154587822680254,0.0,0.0,117.8203707627084,42736.925238874785
IQ31340,0.0,0.0,0.05862749938286843,7.38294657978706e-05,0.005483542086245899,0.0,0.0,61.30530702040824,102352.70273009258
IQ41570917,0.0,0.0,0.12653169952051146,0.00018283578388483685,0.020601595762883198,0.0,0.0,146.00204974763795,25288.07795033847
IQ121234,0.0,0.0,0.0896141873408169,0.00012423212705362896,0.013377636269287837,0.0,0.0,94.22686683371705,50657.17910815721
IQ47269083,0.0,0.0,0.053620816165265,6.687785005147901e-05,0.0032601394131242397,0.0,0.0,54.635656568807335,140063.80744096864
IQ20801,0.0,0.0,0.0803110998393778,0.00012902836224058163,0.016702192040723193,0.04156619155898175,0.04156619155898175,91.6022316147234,38372.73556463034
IQ24332383,0.0,0.0,0.0839000264947452,0.00012051050297826875,0.011501159800465045,0.004208307914147857,0.004208307914147857,92.07205901384665,58843.977128372775
IQ29364,0.0,0.0,0.0734100919557994,0.00010508477516710604,0.00972907331244388,0.008405523820087628,0.008405523820087628,77.92049752363287,68019.79647037128
IQ32484935,0.0,0.0,0.11216056670602124,0.00019093634337901755,0.013720548654637402,0.0,0.0,120.7864601858412,49283.12985234695
IQ686153,0.0,0.0,0.08436195719740698,0.00012455863269250837,0.00778816631563425,0.002105263157894737,0.002105263157894737,88.8194908061163,80681.54880051313
IQ20641,0.0,0.0,0.11880940470235117,0.0001976923333757598,0.023342939937112117,0.0220217165674988,0.02533636514891021,127.93993963552786,14848.677165720139
IQ874685,0.0,0.0,0.09767633148262389,0.00013938355290006222,0.01584289630965156,0.0,0.0,101.58359585461005,41366.204944268786
IQ24758,0.0,0.0,0.08828175820091069,0.00012065613154283182,0.019267732782922254,0.002105263157894737,0.002105263157894737,95.91755660060645,29773.867271346626
IQ48974853,0.0,0.0,0.09152215799614644,0.0001359613406628638,0.012836913924047127,0.0,0.0,103.18707999087299,52892.28008702197
IQ877463,0.0,0.0,0.07752570589195365,0.00010835372648355471,0.011519269655328237,0.0,0.0,83.36876953250501,58758.54082559592
IQ34192,0.0,0.0,0.08116883116883117,0.0001083304323124468,0.015472258676197058,0.0,0.0,86.03007298279765,42688.44452899251
IQ27814516,0.0,0.0,0.12653169952051146,0.00018283578388483723,0.01772986293496626,0.0,0.0,146.00204974763793,34890.99122454416
IQ6636860,0.0,0.0,0.0778688524590164,0.00010899144647006731,0.013188495854949986,0.0,0.0,85.8199600086955,51429.06506307058
IQ106770,0.0,0.0,0.10047593865679534,0.00015552022337825733,0.014417703702720908,0.0,0.0,115.57313031395839,46580.93513400617
IQ29435244,0.0,0.0,0.10370046938107194,0.00014905453976883258,0.0135110449985679,0.0,0.0,108.39086338498136,50118.82320856885
IQ30373378,0.0,0.0,0.11310870341707346,0.00015722309148982812,0.012597010659592662,0.0,0.0,126.22710010577698,53913.278007049565
IQ26200,0.0,0.0,0.11367715687447649,0.00015826819491516936,0.017894442887916015,0.0,0.0,131.12710010577692,34340.2316571253
IQ96565,0.0,0.0,0.10478711669975734,0.00016127451253782524,0.02034286694781336,0.006302479063834508,0.006302479063834508,110.9167838997952,26169.91754413481
IQ31632,0.0,0.0,0.10513501549358123,0.00014926798450583614,0.010178985621817708,0.0,0.0,109.64200815524359,65519.13630025616
IQ2840808,0.0,0.0,0.10711466907204871,0.00016905853806981367,0.016036622316432634,0.0,0.0,115.33500906558217,40683.11778025913
IQ8180564,0.0,0.0,0.1074660633484163,0.00017196810169591194,0.010838624728487284,0.0,0.0,114.49531925333065,62074.77710301581
IQ12422516,0.0,0.0,0.10381379084253087,0.00014927704397971707,0.014829717051878757,0.0,0.0,109.35753005164804,45034.88876841408
IQ24650,0.0,0.0,0.10121457489878542,0.0001510201308020565,0.018383800605595208,0.0,0.0,106.02123081167221,32709.48425084653
IQ9934462,0.0,0.0,0.08584078792807445,0.00011874492740683587,0.003904078125456756,0.0,0.0,89.22727362786975,126091.59241928393
IQ127294728,0.0,0.0,0.10692177827799662,0.00016059842844192676,0.0068110239549179965,0.002105263157894737,0.002105263157894737,118.61410876705025,88676.48658355042
IQ6534971,0.0,0.0,0.0623236895624221,7.946770902139699e-05,0.005478430662418526,0.0,0.0,67.80579360914503,102413.7795409953
IQ30111163,0.0,0.0,0.08388520971302428,0.00012048146441451631,0.015097852228404991,0.0,0.0,90.61848758527526,44046.72630078246
IQ19143,0.0,0.0,0.1493241119144923,0.00023846049816591286,0.021575006967052338,0.1608837909667041,0.10266319117076146,168.59187936246735,21874.941823643163
IQ18733,0.0,0.0,0.1557121783314211,0.0002693116406648089,0.023120891205916448,0.2128954403517099,0.4721468581886751,175.02214354273082,15834.279329566396
IQ9466547,0.0,0.0,0.10836089882513973,0.00016088945807477415,0.021264784167906683,0.006302479063834508,0.006302479063834508,116.20054198037988,22982.92670419347
IQ108941,0.0,0.0,0.10111761575306014,0.00016227581835639624,0.005666259937401735,0.0,0.0,107.11849001531701,100218.89427436708
IQ20803,0.0,0.0,0.11375883127769129,0.00015841863069949988,0.022658345280725873,0.006309134268759359,0.006309134268759359,133.12710010577692,17765.771044443365
IQ22255,0.0,0.0,0.1447067783701447,0.00022092666592138147,0.02035930339692872,0.0,0.0,180.98433649683616,26114.125221076938
IQ66373596,0.0,0.0,0.10098862549165515,0.0001619604312181888,0.01409073275811726,0.0,0.0,106.9946804915075,47833.931418978435
IQ884422,0.0,0.0,0.10711466907204871,0.00016905853806981373,0.02058587916655692,0.0,0.0,121.17313031395837,25341.879073071777
IQ32507,0.0,0.0,0.10098862549165515,0.0001566899089611093,0.015133692290817855,0.049301758083300985,0.049301758083300985,142.56478325595992,43915.650532774685
