nodes,clustering,weighted_clus,closeness,information,weighted_info,betweenness,weighted_bet,harmonic,snd_order
IQ40276595,0.0,0.0,0.6,0.2,14.498506992424936,0.0,0.0,2.0,7.411691961020153
IQ33454321,0.0,0.0,0.6,0.2,14.393150258683228,0.0,0.0,2.0,7.492594931990812
IQ4993827,0.0,0.0,0.6,0.2,7.433143039138084,0.0,0.0,2.0,14.543430555706411
IQ282848,0.0,0.0,1.0,0.3333333333333333,18.31617871775348,1.0,1.0,3.0,4.538557328537141
IQ832466,0.0,0.0,1.0,1.0,121.36999999999999,0.0,0.0,1.0,0.0
IQ4742283,0.0,0.0,1.0,1.0,121.36999999999999,0.0,0.0,1.0,0.0
IQ279306,0.0,0.0,1.0,1.0,73.52,0.0,0.0,1.0,0.0
IQ22642004,0.0,0.0,1.0,1.0,73.52,0.0,0.0,1.0,0.0
IQ27596995,0.0,0.0,0.42857142857142855,0.03571428571428571,7.55344143077107,0.0,0.0,5.666666666666667,115.20204419704628
IQ411320,0.0,0.0,0.3870967741935484,0.03225806451612903,8.84932120749393,0.0,0.0,6.333333333333333,88.31360014459483
IQ255035,0.0,0.0,0.42857142857142855,0.035714285714285705,7.2052033766347385,0.0,0.0,5.25,122.79087153116824
IQ4240255,0.0,0.0,0.42857142857142855,0.035714285714285705,7.625534550663961,0.0,0.0,5.666666666666667,113.65834881278298
IQ282005,0.0,0.0,0.6,0.05000000000000001,10.798191778763815,0.5757575757575758,0.5757575757575758,8.333333333333332,45.19475207035335
IQ523506,0.0,0.0,0.3870967741935484,0.032258064516129024,2.410189139581825,0.0,0.0,5.25,304.98366253043724
IQ5841981,0.0,0.0,0.3870967741935484,0.03225806451612904,5.8589979192795,0.0,0.0,5.25,155.17310682263513
IQ1019078,0.0,0.0,0.32432432432432434,0.027027027027027032,4.257700899998859,0.0,0.0,4.5,205.42003569648728
IQ11272713,0.0,0.0,0.42857142857142855,0.035714285714285726,4.200086878059764,0.0,0.0,5.666666666666667,207.62171672244133
IQ1917041,0.0,0.0,0.42857142857142855,0.035714285714285726,4.8603065446055735,0.0,0.0,5.666666666666667,184.33079626929828
IQ308047,0.0,0.0,0.7058823529411765,0.05882352941176472,10.848061554671686,0.8333333333333334,0.8333333333333334,9.5,43.84515816046068
IQ865379,0.0,0.0,0.3870967741935484,0.03225806451612904,6.870552226267341,0.0,0.0,5.249999999999999,130.3293074600395
IQ274902,0.0,0.0,0.46153846153846156,0.03846153846153847,10.48817673287637,0.16666666666666669,0.16666666666666669,5.666666666666667,53.05864761136742
IQ29926600,0.0,0.0,1.0,1.0,228.66,0.0,0.0,1.0,0.0
IQ42226276,0.0,0.0,1.0,1.0,228.66,0.0,0.0,1.0,0.0
IQ4592991,0.0,0.0,1.0,1.0,241.21,0.0,0.0,1.0,0.0
IQ261105,0.0,0.0,1.0,1.0,241.21,0.0,0.0,1.0,0.0
IQ42922189,0.0,0.0,1.0,1.0,27.49,0.0,0.0,1.0,0.0
IQ8087255,0.0,0.0,1.0,1.0,27.49,0.0,0.0,1.0,0.0
