node,indegree,outdegree,katz,katz_eigen,clustering,dir_clustering,w_clustering,weight_dir_clustering,weighted_eigenvector,closeness,directed_betweenness,undirected_betweenness,undirected_Weighted_betweenness,harmonic,undirected_harmonic
IQ22615821,0.0002849544072948328,0.00018996960486322188,0.011706686249725153,5.037077797351049e-10,0.0,0.0,0.0,0.0,1.2357628143711871e-14,0.0002849544072948328,5.4137818427820426e-08,1.8045939475940142e-07,1.8045939475940142e-07,1.0,4.0
IQ666214749,9.498480243161094e-05,0.0,0.010175811893991863,2.858975033927686e-09,0.0,0.0,0.0,0.0,9.362021403621645e-13,0.00021710811984368213,0.0,0.0,0.0,1.5,1.5
IQ34669017,0.0,0.0008548632218844985,0.009005143269019349,1.5544617323018907e-11,0.0,0.0,0.0,0.0,-1.523946118080326e-17,0.0,0.0,7.940213369413662e-07,7.940213369413662e-07,0.0,1.0
IQ656899403,9.498480243161094e-05,0.0,0.009905657595921285,1.1658773884610638e-09,0.0,0.0,0.0,0.0,-1.5213996451862457e-14,9.498480243161094e-05,0.0,0.0,0.0,3.0,416.2074854067504
-,0.0,0.02108662613981763,0.009005143269019349,1.554461732301891e-11,8.775393795796587e-05,4.387696897898293e-05,1.7709530252053332e-07,8.854765126026666e-08,-1.3989664740870458e-17,0.0,0.0,0.03397858915399029,0.051046206122741834,0.0,266.0968348430036
IQ603190256,9.498480243161094e-05,0.0,0.009905657595921285,1.166623530092569e-10,0.0,0.0,0.0,0.0,-1.2753469918296458e-15,9.498480243161094e-05,0.0,0.0,0.0,3.0,576.2660010740915
IQ61997286,0.0,9.498480243161094e-05,0.009005143269019349,1.554461732301891e-11,0.0,0.0,0.0,0.0,-3.2791018649388687e-17,0.0,0.0,0.0,0.0,1.0,4.5
IQ655623657,9.498480243161094e-05,0.0,0.009905657595921285,3.68283073616964e-10,0.0,0.0,0.0,0.0,-1.0049339982103962e-14,9.498480243161094e-05,0.0,0.0,0.0,2.0,302.5306011369078
IQ59028435,0.0,9.498480243161094e-05,0.009005143269019349,1.554461732301891e-11,0.0,0.0,0.0,0.0,-6.82790796125061e-19,0.0,0.0,0.0,0.0,1.0,1.0
IQ658002110,9.498480243161094e-05,0.0,0.009905657595921285,3.532669732829277e-10,0.0,0.0,0.0,0.0,-1.9637041996494115e-16,9.498480243161094e-05,0.0,0.0,0.0,1.0,16.245238095238086
IQ12763493,0.0,9.498480243161094e-05,0.009005143269019349,1.554461732301891e-11,0.0,0.0,0.0,0.0,-2.3827905501358756e-17,0.0,0.0,0.0,0.0,1.0,6.666666666666666
IQ555757295,9.498480243161094e-05,0.0,0.009905657595921285,8.759391861521157e-11,0.0,0.0,0.0,0.0,-1.4849180892713217e-15,9.498480243161094e-05,0.0,0.0,0.0,1.0,1.0
