node,indegree,outdegree,katz,katz_eigen,clustering,dir_clustering,w_clustering,weight_dir_clustering,weighted_eigenvector,closeness,directed_betweenness,undirected_betweenness,undirected_Weighted_betweenness,harmonic,undirected_harmonic
IQ4803319,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461864e-08,0.0,0.0,0.0,0.0,3.018003064706555e-17,0.0,0.0,0.0,0.0,0.0,2.0
IQ4262508,0.0002699784017278618,0.0,0.01679443455912585,1.9113890698990087e-06,0.0,0.0,0.0,0.0,-1.6088664796505172e-12,0.0002699784017278618,0.0,0.0,0.0,1.0,1.0
IQ9262264,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461864e-08,0.0,0.0,0.0,0.0,-2.5657522736211314e-17,0.0,0.0,0.0,0.0,1.0,1.0
IQ25336,0.0002699784017278618,0.0,0.01679443455912585,2.1782415537886726e-07,0.0,0.0,0.0,0.0,1.0257434633179289e-13,0.0002699784017278618,0.0,0.0,0.0,2.0,2.0
IQ338272,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461864e-08,0.0,0.0,0.0,0.0,3.554978318070384e-17,0.0,0.0,0.0,0.0,0.0,1.0
IQ22452378,0.0002699784017278618,0.0,0.01679443455912585,3.1045310206654e-07,0.0,0.0,0.0,0.0,-2.474089991960443e-13,0.0002699784017278618,0.0,0.0,0.0,0.0,5.5
IQ21305,0.0,0.0005399568034557236,0.0152676677810235,5.964516850461862e-08,0.0,0.0,0.0,0.0,-6.912783956938158e-17,0.0,0.0,4.3744812594306527e-07,4.3744812594306527e-07,0.0,1.0
IQ124307,0.0002699784017278618,0.0005399568034557236,0.01679443455912585,1.5613912211139065e-06,0.0,0.0,0.0,0.0,1.7730334953995502e-12,0.0002699784017278618,1.4581604198102176e-07,7.290802099051087e-07,7.290802099051087e-07,1.0,1.0
IQ8728880,0.0010799136069114472,0.0008099352051835853,0.0213747348934329,5.055464837282971e-06,0.06666666666666667,0.03333333333333333,2.4554345024748713e-05,1.2277172512374357e-05,2.0278306939173454e-12,0.0010799136069114472,5.103561469335762e-07,6.999170015089044e-06,6.999170015089044e-06,0.0,1.0
IQ30664656,0.0005399568034557236,0.0,0.01893190804846914,7.384482696792448e-06,1.0,0.5,0.0003683151753712307,0.00018415758768561535,3.9126967796685624e-09,0.000843682505399568,0.0,0.0,2.916320839620435e-06,0.0,10.0
IQ290203,0.0,0.0008099352051835853,0.0152676677810235,5.964516850461856e-08,0.3333333333333333,0.16666666666666666,0.00012277172512374356,6.138586256187178e-05,3.19671421564993e-17,0.0,0.0,1.6039764617912394e-06,1.6039764617912394e-06,1.0,1.5
IQ28120663,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461864e-08,0.0,0.0,0.0,0.0,1.4797715858385032e-17,0.0,0.0,0.0,0.0,2.0,6.3999999999999995
IQ32192,0.0005399568034557236,0.0,0.0183212013372282,2.1018957381027605e-07,0.0,0.0,0.0,0.0,-1.2464247871660247e-13,0.0005399568034557236,0.0,1.4581604198102176e-07,1.4581604198102176e-07,1.0,5.233333333333333
IQ3751585,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461864e-08,0.0,0.0,0.0,0.0,3.790670094374898e-17,0.0,0.0,0.0,0.0,0.0,1.0
IQ275442,0.0,0.002699784017278618,0.0152676677810235,5.964516850461865e-08,0.0,0.0,0.0,0.0,-5.003622668002847e-17,0.0,0.0,7.874066266975175e-06,7.874066266975175e-06,1.0,1.0
IQ90035850,0.0002699784017278618,0.0,0.01679443455912585,1.0864367443116285e-06,0.0,0.0,0.0,0.0,1.3572511848211533e-12,0.0002699784017278618,0.0,0.0,0.0,1.5,49.18704114512969
IQ28240761,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461865e-08,0.0,0.0,0.0,0.0,-6.494459705327358e-17,0.0,0.0,0.0,0.0,1.0,1.0
IQ49335863,0.0002699784017278618,0.0,0.01679443455912585,2.3082680211287413e-07,0.0,0.0,0.0,0.0,2.24946690958808e-13,0.0002699784017278618,0.0,0.0,0.0,0.0,2.0
IQ24809997,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461864e-08,0.0,0.0,0.0,0.0,4.230418699120638e-17,0.0,0.0,0.0,0.0,1.5,1.5
IQ22279334,0.0002699784017278618,0.0,0.01679443455912585,2.473485137886535e-07,0.0,0.0,0.0,0.0,-2.0692288360151213e-13,0.0002699784017278618,0.0,0.0,0.0,1.0,1.0
IQ880544,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461864e-08,0.0,0.0,0.0,0.0,5.0175145998930165e-17,0.0,0.0,0.0,0.0,0.0,2.0
IQ5473407,0.0002699784017278618,0.0,0.01679443455912585,5.416377751904419e-07,0.0,0.0,0.0,0.0,-7.374819621644572e-13,0.0002699784017278618,0.0,0.0,0.0,1.0,3.5
IQ20342129,0.0,0.0002699784017278618,0.0152676677810235,5.964516850461862e-08,0.0,0.0,0.0,0.0,4.295595019955111e-17,0.0,0.0,0.0,0.0,1.0,11.332220557220554
IQ10351844,0.0002699784017278618,0.0,0.01679443455912585,1.31451986867329e-06,0.0,0.0,0.0,0.0,-1.0991770634752165e-12,0.0002699784017278618,0.0,0.0,0.0,1.0,1.5
