node,indegree,outdegree,katz,katz_eigen,clustering,dir_clustering,w_clustering,weight_dir_clustering,weighted_eigenvector,closeness,directed_betweenness,undirected_betweenness,undirected_Weighted_betweenness,harmonic,undirected_harmonic
IQ874641,0.0,0.0007158196134574087,0.025063142249510832,3.709846622088833e-06,0,0,0,0,-1.1457100876557395e-15,0.0,0.0,0.0,0.0,1.0,1.0
IQ874200,0.0007158196134574087,0.0,0.027569456474461917,0.0023582753007294296,0,0,0,0,-9.58218115155831e-12,0.0007158196134574087,0.0,0.0,0.0,1.0,1.5
IQ19903,0.0,0.0021474588403722263,0.025063142249510832,3.7098466220888313e-06,0,0,0,0,7.752708880599305e-15,0.0,0.0,1.948506111130482e-05,1.948506111130482e-05,0.0,2.5
IQ406706,0.0014316392269148174,0.0,0.030075770699412998,0.00010381263802591181,0,0,0,0,2.169795664114829e-12,0.0014316392269148174,0.0,1.2306354386087255e-05,1.2306354386087255e-05,0.0,5.0
IQ346012,0.0,0.005010737294201861,0.025063142249510832,3.7098466220888347e-06,0,0,0,0,8.675385236269212e-15,0.0,0.0,2.7689297368696323e-05,2.7689297368696323e-05,2.0,3.5833333333333335
IQ29747,0.0007158196134574087,0.0007158196134574087,0.027569456474461917,0.00036098662556235413,0,0,0,0,1.1260078728281727e-11,0.0007158196134574087,5.12764766086969e-07,7.178706725217566e-06,7.178706725217566e-06,0.0,1.0
IQ12190335,0.0,0.0014316392269148174,0.025063142249510832,3.709846622088834e-06,0,0,0,0,-6.102527000431327e-15,0.0,0.0,4.614882894782721e-06,4.614882894782721e-06,1.0,1.0
IQ26277,0.0035790980672870433,0.0,0.037594713374266245,0.00012860925284795364,0,0,0,0,1.4607085020314375e-12,0.0035790980672870437,0.0,3.8457357456522676e-05,3.897012222260964e-05,1.0,1.0
IQ6678169,0.0,0.0014316392269148174,0.025063142249510832,3.709846622088834e-06,0,0,0,0,-6.7494576005150176e-15,0.0,0.0,4.614882894782721e-06,4.614882894782721e-06,0.0,1.0
IQ30517232,0.0,0.0007158196134574087,0.025063142249510832,3.709846622088834e-06,0,0,0,0,1.2071269714095508e-15,0.0,0.0,0.0,0.0,1.0,3.75
IQ30517219,0.0,0.0007158196134574087,0.025063142249510832,3.709846622088834e-06,0,0,0,0,-5.45568423369397e-15,0.0,0.0,0.0,0.0,1.0,1.0
IQ687130,0.0,0.0014316392269148174,0.025063142249510832,3.7098466220888325e-06,0,0,0,0,3.758747531136487e-15,0.0,0.0,1.025529532173938e-06,1.025529532173938e-06,2.0,2.0
IQ325961,0.0007158196134574087,0.0,0.027569456474461917,0.02168547808721211,0,0,0,0,2.0784867950404874e-10,0.0007158196134574087,0.0,0.0,0.0,1.0,2.0
