3/25/2011,113.54,IQTR129068436,IQ26535508,Private Company,IQ4205064
1/6/2011,29.72,IQTR117931743,IQ11017738,Private Company,IQ45563580
2/15/2011,461.76,IQTR127190162,IQ24467061,Public Company,IQ5875325
2/15/2011,192.64,IQTR127190127,IQ61441957,Private Company,IQ5875325
3/4/2011,71.49,IQTR128055052,IQ32646093,Public Company,IQ9647666
1/4/2011,68.9,IQTR141380162,IQ4279500,Private Company,IQ141380101
1/31/2011,42.26,IQTR138375565,IQ6490492,Private Company,IQ133840736
1/14/2011,254.64,IQTR118424710,IQ7714932,Private Company,IQ253690621
1/7/2011,30.88,IQTR536893318,IQ23279881,Private Company,IQ1348220
3/10/2011,94.18,IQTR141266897,IQ141264267,Assets/Products,IQ4172401
3/10/2011,94.18,IQTR141266897,IQ141264267,Assets/Products,IQ5523202
3/29/2011,41.54,IQTR129535223,IQ4752664,Private Company,IQ4183107
2/4/2011,538.46,IQTR119130745,IQ26997833,Private Company,IQ35644
3/8/2011,179.2,IQTR128164158,IQ128164115,Assets/Products,IQ405201
3/22/2011,101,IQTR128799555,IQ128799516,Assets/Products,IQ596117
3/29/2011,36.23,IQTR129212949,IQ129212910,Private Company,IQ26389174
3/22/2011,97.52,IQTR128801536,IQ128801514,Assets/Products,IQ106485352
1/20/2011,402.27,IQTR118489897,IQ6773642,Private Company,IQ319092
1/20/2011,29.1,IQTR118619910,IQ11791622,Public Company,IQ118619887
3/14/2011,220.12,IQTR128414903,IQ23316987,Private Company,IQ4438678
1/28/2011,522.93,IQTR118895325,IQ141040,Private Company,IQ23333
1/4/2011,485,IQTR117800066,IQ117800022,Assets/Products,IQ384522
3/28/2011,507.13,IQTR129087487,IQ333701,Private Company,IQ20117
3/4/2011,71.58,IQTR128038432,IQ23014767,Private Company,IQ4224685
2/7/2011,5452.66,IQTR126761720,IQ254725,Private Company,IQ265621
3/29/2011,111.98,IQTR129148065,IQ881249,Private Company,IQ26322
3/9/2011,377.55,IQTR128185711,IQ679219,Private Company,IQ93831
3/14/2011,177.67,IQTR128411554,IQ36442,Private Company,IQ5412952
3/7/2011,198.95,IQTR128058562,IQ35622,Private Company,IQ739115
3/3/2011,179.14,IQTR127890608,IQ321492,Private Company,IQ6115749
2/8/2011,942.01,IQTR126851070,IQ125228,Private Company,IQ311760
2/3/2011,28.76,IQTR126751938,IQ126751824,Private Company,IQ22988815
2/14/2011,2415.91,IQTR127095204,IQ22408376,Private Company,IQ19707
2/14/2011,58.71,IQTR128225635,IQ882552,Private Company,IQ9616109
3/15/2011,29.26,IQTR128472072,IQ33494,Private Company,IQ128471980
3/17/2011,54.15,IQTR128603725,IQ66337867,Private Company,IQ107528654
3/18/2011,463.98,IQTR128684753,IQ401184,Private Company,IQ361335
3/3/2011,95.07,IQTR127882260,IQ106262,Private Company,IQ288195
2/25/2011,62.72,IQTR127668721,IQ25049140,Private Company,IQ4262436
1/21/2011,159.6,IQTR118539392,IQ32258,Private Company,IQ35623987
3/31/2011,44.21,IQTR129345025,IQ129344771,Private Company,IQ106530929
2/10/2011,110.09,IQTR126981783,IQ6562302,Private Company,IQ26782
3/24/2011,160.31,IQTR128936594,IQ3375152,Private Company,IQ268363
3/21/2011,369.36,IQTR128779155,IQ37559974,Private Company,IQ26322
3/29/2011,133.2,IQTR129194423,IQ213460,Private Company,IQ24568
3/15/2011,85,IQTR128468198,IQ128468173,Assets/Products,IQ5631734
2/21/2011,364.82,IQTR127385875,IQ665924,Private Company,IQ685515
2/21/2011,204.91,IQTR127391753,IQ39947073,Private Company,IQ23734948
3/7/2011,1876.74,IQTR128050785,IQ4524515,Private Company,IQ875522
3/31/2011,27.94,IQTR129301382,IQ33780649,Private Company,IQ31100507
2/22/2011,850.05,IQTR127450574,IQ261426,Private Company,IQ273276
2/16/2011,104.46,IQTR127292118,IQ127292098,Assets/Products,IQ277914
2/14/2011,27.47,IQTR127091978,IQ25216922,Private Company,IQ1988889
3/15/2011,184.23,IQTR128471497,IQ28706385,Private Company,IQ28062
1/4/2011,28.765,IQTR117810271,IQ39636588,Private Company,IQ27407502
1/4/2011,28.765,IQTR117810271,IQ39636588,Private Company,IQ4222834
2/28/2011,677.36,IQTR127756168,IQ927158,Private Company,IQ23697721
2/24/2011,536.69,IQTR127532058,IQ1495597,Private Company,IQ361335
2/22/2011,111.63,IQTR127452039,IQ6256812,Private Company,IQ177934
1/28/2011,69.095,IQTR118906990,IQ5663800,Private Company,IQ116457289
1/28/2011,69.095,IQTR118906990,IQ5663800,Private Company,IQ20356815
3/10/2011,129.07,IQTR129418961,IQ36804,Private Company,IQ26259736
2/25/2011,45.08,IQTR127600557,IQ6812355,Private Company,IQ971882
2/22/2011,438.93,IQTR127452614,IQ33012279,Private Company,IQ22613423
2/3/2011,95.31,IQTR119090190,IQ119089768,Assets/Products,IQ115542
1/10/2011,900,IQTR118477885,IQ20334605,Private Company,IQ19947
2/7/2011,47.37,IQTR126762930,IQ5017754,Private Company,IQ36042
2/15/2011,658.64,IQTR127177686,IQ127177530,Assets/Products,IQ277914
2/23/2011,490.15,IQTR127494335,IQ34781,Public Company,IQ20801
3/18/2011,45.89,IQTR128788206,IQ3018621,Private Company,IQ520026
3/18/2011,32.06,IQTR128685759,IQ20347113,Private Company,IQ770165
3/18/2011,82.34,IQTR128685877,IQ11777422,Public Company,IQ8087546
3/18/2011,57.42,IQTR128773948,IQ11669714,Private Company,IQ311227
2/7/2011,153.47,IQTR126824514,IQ30537261,Private Company,IQ103678
3/11/2011,30.78,IQTR128393931,IQ40128258,Private Company,IQ411220
2/1/2011,380,IQTR118960207,IQ22408502,Private Company,IQ127291914
3/7/2011,37.18,IQTR128116185,IQ128115667,Assets/Products,IQ326651
3/9/2011,77.33,IQTR128176890,IQ105307935,Private Company,IQ874804
3/4/2011,25.78,IQTR145829117,IQ20352732,Public Company,IQ139148043
1/24/2011,328.8,IQTR118618200,IQ115668,Private Company,IQ26956154
1/24/2011,731.45,IQTR118642846,IQ721510,Private Company,IQ24816
1/18/2011,326.35,IQTR118368193,IQ33304,Private Company,IQ126824275
1/19/2011,277.93,IQTR118431220,IQ2503253,Private Company,IQ317627
3/1/2011,66.34,IQTR127861307,IQ127861043,Private Company,IQ116234184
1/11/2011,165.21,IQTR118150097,IQ118150076,Private Company,IQ113049294
2/25/2011,38.54,IQTR127763094,IQ5502969,Private Company,IQ355905
2/22/2011,51.94,IQTR127468904,IQ2877848,Private Company,IQ528414
2/16/2011,63.52,IQTR127194454,IQ8087546,Public Company,IQ879440
